Name,Employees,Website,Turnover,Reg Number,EBITDA
Comcheck Systems Limited,12,Comcheck.co.uk,,02596590,
Screen Subtitling Systems Limited,14,Screensystems.tv,,02596832,
Logwood Computing Limited,10,Logwood.com,,02600603,
Viewdata Computing Limited,6,Viewdata.co.uk,,02602769,
3C Technology Ltd,17,3ctech.co.uk,,02604836,
Central Networks And Technologies Limited,26,Centralnetworks.co.uk,,02604843,
Nirvana Intelligent Systems Limited,21,Nisyst.co.uk,"£2,015,008 ",02610949,"£44,987 "
Partnership Design Limited,13,Partnershipdesign.co.uk,,02611280,
Analytical Information Systems Limited,11,Ais-lims.com,,02613379,
Sector (UK) Limited,14,Sector-uk.co.uk,,02614050,
Peak Support Services Limited,7,Peaksupport.co.uk,,02617800,
Amadeus Software Limited,40,Amadeus.co.uk,,02618399,
Ama Dataset Limited,8,Ama.uk.com,,02620046,
Ocean Blue Software Limited,28,Oceanbluesoftware.com,,02620271,
Centrepoint Computer Services Limited,19,Centrepoint.uk.com,,02620738,
Splicegroup Europe Limited,79,Splicegroup.com,"£12,077,000 ",02622534,"£1,467,000 "
QPC Limited,23,Qpc.com,,02622653,
Web By Numbers Ltd,10,Piciscan.co.uk,,02622677,
Prophecy Europe Limited,7,Prophecyinternational.com,"£145,107 ",02622716,"£6,537 "
T.L.R. Limited,12,Everysite.co.uk,,02623795,
Intelliq Limited,23,Intelliq.com,,02623876,
Q.E.D. Advanced Systems Limited,12,Qedas.com,,02624408,
WDR Limited,13,Wdr.co.uk,,02625137,
BCN Group Hosting Limited,10,Xicon.com,,02625142,
Datasound Laboratories Limited,15,Dsl-ltd.co.uk,,02626840,
A.T. & G. Datanet Limited,7,Atgdatanet.co.uk,,02630767,
Loop1 UK Limited,17,Netviz.co.uk,,02631536,
Munro's Electron Beam Software Limited,7,Mebs.co.uk,,02633393,
Affinitus Group Limited,28,Affinitus.co.uk,,02634375,
ABS Computer Systems Ltd,6,Absgb.com,,02636259,
Paloma Systems Limited,6,Paloma.co.uk,,02636648,
Fordway Solutions Limited,39,Fordway.com,"£4,336,939 ",02640206,"(£696,239)"
Restore Computer Services Limited,12,Cara.uk.com,,02643593,
Frontline Consultancy And Business Services Limited,69,Frontline-consultancy.co.uk,"£9,161,263 ",02643915,"£948,194 "
Lumera London Ltd,31,Ai-london.com,,02644447,
Adinstruments Limited,23,Adinstruments.com,,02644602,
Miracle Information Services Limited,13,Miracle-information-services.co.uk,,02645138,
Prodware (UK) Limited,11,Prodware.co.uk,"£1,748,214 ",02645947,"£9,573 "
Ithealth U.K. Ltd,16,Ithealth.co.uk,,02647929,
PCR Computers Limited,13,Pcr-ltd.co.uk,,02649719,
Mediabase Direct Limited,16,Mediabasedirect.com,,02651463,
BCC It Limited,37,Bccit.co.uk,,02651835,
Financial Systems & Consultancy Ltd,23,Lake.co.uk,,02655643,
Ashton Court Group Limited,26,Ashtoncourt.com,,02657259,
Texmain Limited,10,Millhillmusiccomplex.co.uk,,02659138,
Highgrove Computer Services Limited,7,Itechqbs.co.uk,,02669386,
Enables It Limited,14,Enablesit.co.uk,,02669422,
Iptor UK Limited,20,Iptor.com,"£4,864,000 ",02670201,"£305,000 "
Guestkey Limited,13,Guestkey.com,,02671401,
Power Integrations (Europe) Limited,13,Powerint.com,,02671412,
CCT Infotech Limited,7,Cctinfotech.co.uk,,02671687,
Concurrent Engineering Limited,23,Concurrent-engineering.co.uk,,02671990,
Iqual Limited,10,Iqual.co.uk,,02672825,
Controlled Systems Limited,10,Controlledsystemsltd.co.uk,,02676363,
Quantiv Limited,6,Quantiv.com,,02678344,
Gregory Micallef Associates Limited,21,Gmal.co.uk,,02679059,
Softlink Europe Limited,11,Softlink.co.uk,"£2,069,423 ",02683152,"£500,479 "
Naveo Commerce (UK) Limited,40,Maginus.com,,02686385,
Freejam Limited,19,Robocraftgame.com,,02687345,
TQS Se Limited,12,Crowntec.co.uk,,02689256,
Techies Limited,7,Techies.co.uk,,02689376,
Arken.Legal (UK) Limited,25,Dplprofessionalsolutions.com,"£2,059,132 ",02690082,"£235,429 "
A.T. Veterinary Systems Limited,21,Vetsystems.com,,02690093,
Syntax Integration Limited,23,Syntax.co.uk,,02690873,
Systems Assurance Limited,6,Systemsassurance.co.uk,"£1,330,721 ",02691103,"(£74,682)"
Automated Messaging Systems Limited,11,Ams-ltd.com,,02691299,
Rocc Computers Limited,25,Rocc.com,,02691706,
Openlink Group Limited,12,Openlinksw.com,,02692297,
Itesoft UK Limited,6,Event.itesoft.com,,02692814,
Telmar Europe Limited,7,Telmar.com,,02693148,
ARC (U.K.) Systems Limited,80,Arcsystems.co.uk,"£12,606,000 ",02695504,"£1,442,000 "
Moneysoft Limited,10,Moneysoft.co.uk,,02695617,
Codebase8 Limited,68,Codebase8.co.uk,"£6,757,000 ",02696599,"(£237,000)"
Electrika Limited,10,Electrika.co.uk,,02699307,
Nouveau Solutions Limited,26,Nouveau.co.uk,"£7,501,978 ",02699382,"£249,985 "
Albacore Systems Limited,23,Albacore.co.uk,,02699515,
Paragon Business Solutions Limited,6,Credit-scoring.co.uk,,02703069,
Thorcom Systems Limited,12,Thorcom.co.uk,,02704696,
Tourplan (UK) Ltd,11,Tourplan.com,,02704810,
Frequentis (UK) Limited,66,Frequentis.com,"£13,112,000 ",02704890,"£480,000 "
Network Futures Limited,9,Netfutures.co.uk,,02707332,
Media Maker Ltd,21,Mediamaker.co.uk,,02707604,
 Blue Chip Data Systems Limited Bluechip.uk.com,29,Bluechip.uk.com,"£10,407,000 ",02708840,"£669,000 "
GCC Innova Limited,37,Gccinnova.co.uk,,02709564,
Stafford Computer Technology Limited,19,Mttltd.com,,02710488,
Team Technologies Limited,10,Teamtech.co.uk,,02711340,
FDJ Gaming Solutions UK Limited,38,Lvs.co.uk,"£12,096,000 ",02712557,"£757,000 "
Midshire Communications Limited,17,Midshirecom.co.uk,"£3,004,669 ",02713035,"£515,398 "
Jade Software Corporation UK Limited,11,Jadeworld.com,"£2,468,898 ",02714059,"£77,524 "
Pdsvision Cambridge Limited,17,Blog.root-solutions.co.uk,"£5,948,485 ",02720949,"£1,036,457 "
Morning Data Limited,29,Morningdata.co.uk,"£2,024,463 ",02720975,"£210,021 "
Cognito Limited,49,Cognito-tech.com,"£10,472,000 ",02723032,"£3,240,000 "
Groupcytek Limited,8,Groupcytek.com,,02724445,
Articad Limited,46,Articad.com,,02724655,
Allied Worldwide Limited,8,Alliedworldwide.com,,02728115,
Data Management Associates Limited,6,Datamgt.co.uk,,02735890,
Riverside Automation Limited,17,Riverauto.co.uk,,02736526,
Imscan Document Services Limited,11,Imscan.co.uk,,02740496,
Adecs Limited,11,Adecs.co.uk,,02741308,
Westwood Associates Limited,15,Westwoodassociates.co.uk,,02745514,
Dendrite Clinical Systems Limited,23,E-dendrite.com,,02751723,
Taran Microsystems Limited,32,Taran.co.uk,,02751845,
Systematic Software Engineering Limited,42,Systematic.com,"£36,671,000 ",02753294,"£2,115,000 "
Computerworld (Wales) Limited,9,Cwwales.com,,02753460,
Ifinity Limited,9,Ifinity.co.uk,,02755596,
Axway UK Limited,31,Axway.com,"£11,215,000 ",02758712,"£569,000 "
Alpha Scan Computers Limited,14,Alphascan.co.uk,,02763553,
Geologix Limited,30,Geologix.com,,02763820,
Enotrac UK Limited,9,Enotrac.com,,02766532,
Advance Computer Services Limited,7,Acs.co.uk,,02767540,
Reflex Data Systems Limited,28,Reflexdata.com,,02767946,
Triangle Infotech Limited,12,Trianglesoftware.co.uk,,02771013,
Fundtech Financial Messaging Ltd,34,Fundtech.com,"£7,473,000 ",02773363,"£51,000 "
SDM Housing Software Limited,18,Sdmhousing.co.uk,,02775445,
LBT Computer Services Limited,12,Lbt.co.uk,,02776112,
Iken Business Ltd,47,Iken.co.uk,,02776536,
B-Plan Information Systems Limited,10,B-plan.com,,02777541,
Nortech Management Limited,34,Nortechonline.co.uk,,02777816,
Time Technology Limited,10,Time-technology.co.uk,,02782004,
Venuedirectory.Com Limited,23,Venuedirectory.com,,02783633,
Innings Telecom Europe Limited,20,Iteluk.com,,02784332,
Datalex Solutions (UK) Limited,29,Datalex.com,"£2,562,092 ",02785371,"£435,050 "
The Web Usability Partnership Limited,7,Wupstudios.co.uk,,02790227,
Bita Risk Limited,14,Corfinancialgroup.com,,02790333,
Iiyama (UK) Limited,7,Iiyama.com,,02792962,
PCM Consulting Ltd,8,Pcmuk.net,,02795628,
Generation Systems Limited,6,Gensystems.com,,02798034,
Ballicom Limited,25,Ballicom.co.uk,"£39,530,000 ",02799428,"£1,800,000 "
Haller Consultants Limited,26,Logicspot.com,,02800922,
Exasoft Limited,27,Explc.com,,02802725,
Parsons & Colson Consultants Ltd,19,Pcconsultants.co.uk,,02803252,
Sire Technology Limited,18,Sire.co.uk,,02803958,
Hanlon Computer Systems Limited,9,Hcs-ltd.co.uk,,02804208,
Rogue Wave Software U.K. Limited,6,,,02807000,
A D T Systems Limited,9,Adtsystems.co.uk,,02807519,
Ecs Global Europe Ltd,17,Ecsglobalinc.com,,02808613,
Aegis Computers (Maintenance) Limited,19,Aegis-group.co.uk,,02809761,
Lanware Limited,42,Lanware.co.uk,,02815552,
Cabot Communications Limited,22,Cabot.co.uk,"£2,048,819 ",02817269,"£113,274 "
Voicepower Limited,7,Voicepower.co.uk,,02821016,
PDR Communications Limited,6,Enable.business,,02821567,
IVC Technologies Ltd,13,Ivctechnologies.co.uk,,02822624,
Engenuity Limited,16,Engenuity.com,,02823761,
Valent Applications Limited,16,Mmic-eod.co.uk,,02825184,
PCCS Group Ltd,36,Pccsuk.com,,02826534,
Centro Systems Limited,9,Centrosystems.co.uk,,02830190,
Direct Data Systems Limited,9,Thinkdds.com,,02830256,
Telecoms User Interface Consulting Limited,22,Tuimedia.com,,02830960,
Paradigm Geophysical (U.K.) Limited,34,Pdgm.com,"£7,630,000 ",02831267,"£273,000 "
Computer Financial Consultants Limited,22,Gartner.com,"£3,723,000 ",02842224,"£182,000 "
K.S. Services Limited,17,Ks-services.co.uk,,02847837,
Bynx Europe Limited,43,Bynx.com,,02848591,
Sophtlogic Limited,6,Sophtlogic.com,,02848781,
Lumesca Group Limited,49,Typemaker.co.uk,"£12,247,000 ",02850281,"(£8,000)"
Shape Systems Limited,8,Shapesystems.com,,02850439,
H T C Solutions Limited,27,Htc-solutions.com,,02850756,
Company Publishing Limited,21,Ignitiononline.com,,02855362,
Omicron Solutions Limited,7,Omicronsolutions.co.uk,,02855672,
U.K. Software Limited,7,Uksoftware.ltd.uk,,02856735,
Dsi Technology Services Ltd,16,Dsiltd.co.uk,,02857022,
Birchman Solutions Limited,44,Birchmangroup.com,"£24,368,000 ",02862196,"£6,254,000 "
Mev Limited,6,Mev.co.uk,,02862268,"£64,986 "
Boldmere I.T. Solutions Ltd,17,Boldmerecomputers.com,,02862711,
Network Computing Limited,18,Algmediation.org,,02865087,
Avvio Reply Limited,33,Avvioreply.co.uk,"£5,747,867 ",02865104,"£466,975 "
Informatica Systems Limited,6,Informatica.bmj.com,"£803,890 ",02866377,"(£1,292,624)"
S.E.C. Solutions Limited,11,Secestimating.com,,02868113,
Next Systems Limited,6,Nextsystems.co.uk,,02869938,
Celaton Limited,24,Celaton.com,"£2,417,000 ",02871879,"£685,000 "
Pedmore Computer Services Limited,6,Pedmore-computers.com,,02872445,
Upgrade Options Limited,22,Upgrade.co.uk,,02873785,
Autologic Systems Limited,10,Autologic-systems.co.uk,,02876576,
Sourcing - It Limited,16,Sourcing-it.co.uk,,02876790,
Infoshare+ Limited,8,Infoshare-is.com,,02877612,
Network Utilities (Systems) Limited,15,Netutils.com,,02878317,
Careerwise (U.K.) Limited,9,Careerwise.com,,02887140,
Van Der Velde (Service And Support) Limited,8,Vandervelde.co.uk,,02887855,
Datel Protex Systems Limited,6,Datel.info,,02889172,
Jacada (Europe) Limited,14,Jacada.com,"£1,247,895 ",02893142,"£92,437 "
T.L.X. (Electrical) Limited,46,Cheapestelectrical.co.uk,,02893783,
Computamatrix Limited,10,Matrica.co.uk,,02893809,
NBG Ltd,11,Nbg.co.uk,,02895088,
 Logix Limited Logix.plus.com,6,Logix.plus.com,,02896493,
Eastgate Cottages Limited,7,Eastgatecottages.co.uk,,02898090,
Naviam Technologies Limited,38,Bpdzenith.com,,02899728,
Qi Limited,11,Qil.co.uk,,02903407,
Astec Computing (UK) Limited,12,Asteccomputing.co.uk,,02906412,
Apex Computer Services (Wales) Limited,7,Apexcs.co.uk,,02909178,
Travel Technology Systems Limited,8,Ttsltd.com,,02909641,
Hemini Limited,14,Hemini.com,,02910140,
Enhanced Computer Solutions Limited,46,Enhanced.co.uk,,02910340,
Clever Adviser Technology Limited,23,Cleveradviser.com,"£1,873,400 ",02910523,"(£563,541)"
Marquest Limited,11,Marquest.com,,02911298,
Polaris U.K. Limited,21,Polarisukltd.org,"£8,770,175 ",02911441,"£641,727 "
Petrolink Services Limited,31,Petrolink.com,"£3,443,674 ",02912936,"£37,267 "
NCS It Limited,20,Ncs-support.co.uk,,02913217,
5S Technologies Ltd,13,Mie-solutions.co.uk,,02924944,
Conquest Wildman Limited,9,Conquestwildman.co.uk,,02927383,
Qual Limited,14,Qual.co.uk,,02927528,
Ascent Information Technology Limited,11,Huehd.com,,02927800,
GGR Communications Limited,26,Ggr.net,,02929785,
Fulcrum Software Limited,6,Fulcrumsoftware.com,,02930788,
LCS Group Limited,18,Lcsgroup.com,,02933062,
Brightmedia Limited,9,Brightmedia.co.uk,,02935043,
Bit Systems Limited,10,Microsslogic.co.uk,,02936365,
Matek Business Media Limited,6,Matek.net,,02938068,
Telanova Limited,7,Telanova.com,,02938297,
Nexus Alpha Limited,40,Nexusalpha.com,,02941132,
Knowledge Powered Solutions Ltd,7,Kpsol.com,,02941904,
DSM (GB) Limited,20,Dsm-gb.co.uk,,02943378,
Griffiths Waite Limited,46,Griffiths-waite.co.uk,,02943796,
Portables Direct Limited,8,Portables.co.uk,,02944195,
Paneleven Limited,7,Paneleven.co.uk,,02945465,
Zircom Data Communications Limited,28,Zircom.co.uk,,02948903,
Chip Systems Limited,17,Chipsystems.com,,02949899,
Guild Of Professional Beauty Therapists Limited,11,Beautyguild.com,,02949953,
Computer Systems In Education Limited,50,Cse-net.co.uk,,02951516,
Cloudis Limited,7,Cloudis.com,,02953884,
Vega Solutions Limited,12,Vegasolutions.co.uk,,02954579,
Axiomatic Technology Limited,8,Peoplecounting.co.uk,,02955555,
Port - P Limited,23,Port-p.com,"£15,538,000 ",02959142,"£1,662,000 "
P Z & W Limited,6,Pzandw.co.uk,,02961371,
Chess Cybersecurity Limited,37,Foursys.co.uk,,02962709,
Command Alkon UK Limited,24,Commandalkon.com,,02963651,
Intuitiv Limited,12,Intuitiv.net,,02963993,
Intapeople Limited,26,Intapeople.com,,02968797,
Axia Computer Systems Limited,16,Axia.co.uk,,02969346,
Ip-Performance Ltd,21,Ip-performance.co.uk,,02973659,
Crimson Tide MPRO Limited,39,Crimsontide.co.uk,"£4,068,923 ",02977368,"(£370,130)"
Lanmark Limited,19,Lanmark.com,,02977539,
Verhoef Training Limited,7,Verhoef-training.co.uk,,02985581,
Boomerang Digital Limited,41,Nrmgroup.com,,02993612,
IKM Network Communications Limited,14,Ikm.co.uk,,02996443,
The Panas Group Of Companies Limited,12,Pcexpress.co.uk,"£1,078,227 ",03002889,"(£18,061)"
North Building Technologies Limited,9,Northbt.com,,03003136,
Plastech Control Systems Limited,7,Plastech-controls.com,,03004055,
Springfield (UK) Ltd,7,Barr-fs.com,,03004419,
Metering Technology Solutions Limited,9,Meteringtechnologysolutions.com,,03005712,
Exact Financial Systems Limited,16,Exactsystems.co.uk,,03006728,
Alcas Limited,12,Alcasuk.com,,03008171,
GHX UK Ltd,44,Ghxeurope.com,,03008226,
Compurent Limited,14,Crsolutions.com,,03011155,
Pear Technology Services Limited,12,Peartechnology.co.uk,,03013412,
Redbourn Business Systems Limited,9,Redbourn.co.uk,,03013824,
Aujla Business Systems Limited,9,Absbiz.net,,03017283,
Leading Edge I T Limited,21,Leadingedgetech.co.uk,,03018367,
F1 Consultancy Limited,15,F1consultancy.com,,03019610,
DGL Healthcare Technology Limited,24,Helixhealth.co.uk,"£4,822,623 ",03020555,"£1,448,188 "
Ico Systems Ltd,8,Icosystems.co.uk,,03021255,
Premier I.T. Partnership Ltd,15,Premierit.com,"£198,771 ",03026314,"(£1,695,068)"
Select Technology Systems Limited,42,Itsupport.co.uk,,03028373,
Bitbox Ltd,47,Bitbox.co.uk,,03028638,
Digitalk Limited,25,Digitalk.com,,03030801,
Intec For Business Limited,12,Intecsmart.com,,03031768,
Paragon HDX Limited,15,Paragonrouting.com,,03031787,
Netcare Europe Limited,9,Netcare-europe.co.uk,,03036171,
Elateral Limited,20,Elateral.com,,03036315,
Systems And Solutions (Sales) Limited,8,Systems-and-solutions.co.uk,,03037598,
Pensar Systems Limited,8,Pensar.co.uk,,03038432,
Kadfire Limited,23,Kadfire.com,,03039624,
Millennium Business Technology Limited,11,Millenniumconsulting.co.uk,,03042752,
Eurostep Limited,9,Eurostep.com,"£1,191,637 ",03049099,"£283,357 "
Compucare Systems Limited,7,Compucaresystems.co.uk,,03049818,
Odyssey Technologies Limited,21,Odyssey.co.uk,,03053926,
Arribatec UK Ltd,35,Integra-associates.com,"£5,131,923 ",03054901,"(£116,388)"
Urban Science International Ltd,45,Urbanscience.com,"£4,501,119 ",03059485,"£4,169 "
Arrow Technical Services Limited,7,Arrowtechnical.com,,03062324,
Autonomy Systems Limited,26,Autonomy.com,"£904,000 ",03063054,"(£6,160,000)"
Tryzens Limited,50,Tryzens.com,"£13,925,000 ",03064392,"(£330,000)"
T F D Europe Limited,9,Tfdg.com,,03065318,
Netcentrix Limited,50,Netcentrix.co.uk,"£3,254,000 ",03076196,"£111,000 "
Arcom It Limited,10,Arcomit.co.uk,,03077182,
Internet Central Limited,18,Ic.co.uk,"£3,810,722 ",03079542,"£551,934 "
Planet Enterprises Limited,20,Planetestream.co.uk,,03080901,
Syncron UK Limited,29,Syncron.com,,03082118,
3D Scanners (UK) Limited,18,3dscanners.co.uk,,03086571,
State Street GX Limited,29,Pfs.com,"£8,581,591 ",03088044,"£578,084 "
M-Tech Computers Limited,15,Advancedmailorder.com,,03088778,
Langley Business Systems (Retail) Limited,15,Lbs-epos.com,,03090463,
Oxlink Limited,7,Purplefrog.co.uk,,03092332,
Abussi Limited,6,Abussi.co.uk,,03093760,
Acutec Limited,28,Acutec.co.uk,,03094253,
 It Energy Systems And Consulting Limited Itenergy.net,14,Itenergy.net,,03101263,
Netro 42 Limited,16,Netro42.com,,03104226,
Owa Digital Ltd,9,Oxfordwebapps.co.uk,,03104307,
Infinity Developments Limited,14,Idnet.net,,03105579,
Datacable Ltd,28,Datacable.co.uk,,03105581,
Computer And Network Consultants Limited,55,Cnc-ltd.co.uk,"£8,616,529 ",03105747,"£1,851,989 "
Business Connexion Limited,7,Bcx.co.za,"£3,908,031 ",03105853,"£229,209 "
Virtustream UK Limited,15,Virtustream.com,"£2,768,000 ",03106821,"£213,000 "
Elaine Chivers Consultancy Services Limited,12,Eccs.co.uk,,03106858,
Fenics Software Limited,13,Gfigroup.com,"£36,739,000 ",03108922,"£3,084,000 "
Netcel Limited,35,Netcel.com,,03112961,
Bearingnet Limited,23,Bearingnet.net,,03114053,
Scribetech (UK) Ltd,8,Scribetech.co.uk,,03114547,
Imagitech Limited,18,Imagitech.co.uk,,03117065,
Building Software Limited,11,Measure2improve.com,,03117419,
Central Support Technologies Limited,38,Cstltd.com,,03122482,
Cascaid Limited,14,Cascaid.co.uk,,03123004,
Cognitive Network Solutions Limited,10,Thesolution.co.uk,,03123911,
4S Systems Limited,9,4ssystems.co.uk,,03124016,
Document Network Services Limited,21,Dnslimited.co.uk,,03125838,
Auraq Limited,35,Auraq.com,,03127428,
Intelogy Limited,32,Intelogy.co.uk,,03127483,
The It Admin Solutions Limited,10,Adhocpr.com,,03129518,
ITM Components Limited,7,Itm-components.co.uk,,03129914,
Eclipse Group Solutions Ltd,20,Eclipsegroup.co.uk,,03129950,
Computerlink (Leicester) Limited,9,Computerlink.uk,,03130011,
Parity Computers Limited,50,Paritymedical.com,"£6,194,272 ",03130070,"(£493,322)"
Alertive Limited,27,Commontime.com,,03133149,
Seagate Systems (UK) Limited,7,Seagate.com,"£764,000 ",03134912,"£94,000 "
Ion Information Technologies Limited,7,Ionit.co.uk,,03137721,
Digi International Limited,11,Digi.com,,03138036,
In-Form Consult Ltd,11,Inform-consult.com,,03141347,
Vixsoft Systems Limited,8,Vixsoft.com,,03142140,
Daly Systems Limited,25,Dalys.co.uk,,03144071,
